client_number,customer_name,card_category,annual_fees,activation,customer_execuation_cast,week_start,week_number,quater,current_year,credit_limit,total_revolving_balance,total_transection_amount,total_transection_count,average_utilization_ratio,use_chip,expendeture_type,interest_earn,deliquent_account
C100767,Rana Siddiqui,Gold,150,1,154.54,2024-04-29,18,2,2024,12879,1925.34,4554.93,19,0.1495,swipe,Entertainment,401.83,0
C100768,Mohammad Anjum,Blue,20,1,28.83,2024-02-26,9,1,2024,2424,1263.68,516.26,8,0.5213,swipe,Utilities,283.89,0
C100769,Sara Iqbal,Blue,20,1,42.63,2024-11-18,47,4,2024,2916,676.49,346.07,5,0.232,chip,Food,172.41,0
C100770,Yahya Javed,Gold,150,1,113.84,2024-09-16,38,3,2024,16016,851.17,8231.14,40,0.0531,swipe,Shopping,210.98,0
C100771,Ali Batool,Blue,20,1,24.48,2024-10-14,42,4,2024,2453,1834.69,77.65,2,0.7479,swipe,Food,333.91,0
C100772,Yasir Zafar,Gold,150,0,26.38,2024-09-02,36,3,2024,12786,4013.42,6058.14,29,0.3139,online,Food,699.33,0
C100773,Naveed Malik,Gold,150,1,105.59,2024-09-30,40,4,2024,10946,4089.26,4491.15,22,0.3736,online,Education,1190.68,0
C100774,Sara Ullah,Gold,150,1,184.94,2024-05-27,22,2,2024,16482,1091.65,11829.86,32,0.0662,swipe,Shopping,207.63,0
C100775,Ateeq Rashid,Silver,50,1,47.06,2024-06-24,26,2,2024,5517,1450.47,1616.34,15,0.2629,chip,Travel,275.63,0
C100776,Ateeq Zafar,Platinum,300,1,224.61,2024-03-25,13,1,2024,31983,4971.25,29682.66,62,0.1554,swipe,Fuel,811.23,0
C100777,Tariq Anjum,Platinum,300,1,227.15,2024-12-23,52,4,2024,31797,5995.78,34771.84,61,0.1886,online,Food,1560.0,0
C100778,Hassan Siddiqui,Platinum,300,1,297.63,2024-06-03,23,2,2024,39995,4119.56,37389.02,78,0.103,chip,Bills,1184.28,0
C100779,Ali Nawaz,Gold,150,1,185.72,2024-02-12,7,1,2024,14078,2994.73,12288.5,37,0.2127,online,Bills,709.19,1
C100780,Naveed Saleem,Silver,50,1,69.45,2024-09-02,36,3,2024,5316,2435.47,1024.89,10,0.4581,swipe,Bills,439.9,0
C100781,Zara Malik,Gold,150,1,171.52,2024-09-16,38,3,2024,17296,2873.47,8520.1,31,0.1661,swipe,Travel,490.5,0
C100782,Ahmed Farooq,Silver,50,1,103.76,2024-02-26,9,1,2024,7297,2355.39,1517.43,13,0.3228,chip,Entertainment,471.34,0
C100783,Tariq Riaz,Blue,20,1,49.3,2024-01-22,4,1,2024,3150,1166.66,323.76,8,0.3704,chip,Bills,258.12,0
C100784,Maryam Khan,Silver,50,1,49.85,2024-04-15,16,2,2024,8161,3095.77,2870.39,22,0.3793,online,Utilities,877.23,1
C100785,Ibrahim Aziz,Blue,20,1,29.4,2024-02-26,9,1,2024,2773,1180.4,172.54,3,0.4257,online,Travel,329.44,1
C100786,Ali Khan,Platinum,300,1,238.5,2024-02-19,8,1,2024,28715,11902.75,33767.58,60,0.4145,chip,Bills,1777.97,0
C100787,Zara Javed,Blue,20,1,23.07,2024-05-20,21,2,2024,4400,826.81,482.51,10,0.1879,swipe,Utilities,170.75,0
C100788,Maryam Nazir,Platinum,300,1,395.46,2024-01-22,4,1,2024,31633,7885.42,22574.73,64,0.2493,chip,Food,2164.44,0
C100789,Fatima Anjum,Silver,50,1,25.41,2024-07-15,29,3,2024,5105,754.08,2041.05,14,0.1477,chip,Fuel,188.32,0
C100790,Latif Nazir,Silver,50,1,35.42,2024-04-08,15,2,2024,7178,2274.3,3027.71,17,0.3168,swipe,Bills,502.66,1
C100791,Imran Yousaf,Blue,20,1,38.75,2024-12-23,52,4,2024,4290,1532.51,1895.44,13,0.3572,online,Grocery,316.08,0
C100792,Imran Siddiqui,Blue,20,1,25.43,2024-11-11,46,4,2024,3457,467.95,158.12,3,0.1354,online,Shopping,86.98,0
C100793,Hamza Naeem,Platinum,300,1,291.69,2024-09-02,36,3,2024,26388,6865.56,40095.86,56,0.2602,chip,Grocery,1663.72,0
C100794,Farah Siddiqui,Silver,50,1,85.34,2024-06-24,26,2,2024,5611,2326.29,1496.7,13,0.4146,swipe,Fuel,374.34,1
C100795,Zain Aslam,Gold,150,1,64.74,2024-06-10,24,2,2024,16893,2536.05,13073.59,32,0.1501,swipe,Grocery,721.68,0
C100796,Mumtaz Farooq,Silver,50,1,36.94,2024-11-11,46,4,2024,5898,2450.25,2508.79,22,0.4154,chip,Bills,362.61,1
C100797,Naveed Aslam,Blue,20,1,49.32,2024-12-16,51,4,2024,2928,551.61,607.38,10,0.1884,swipe,Healthcare,86.07,0
C100798,Leen Yousaf,Gold,150,1,38.17,2024-04-29,18,2,2024,11637,577.14,5879.84,21,0.0496,chip,Grocery,113.61,0
C100799,Kiran Pervez,Silver,50,1,74.13,2024-08-19,34,3,2024,7799,2059.86,2591.89,18,0.2641,online,Bills,464.41,1
C100800,Latif Butt,Blue,20,1,23.33,2024-10-28,44,4,2024,2174,1093.71,166.29,5,0.5031,chip,Fuel,315.51,0
C100801,Nadia Zafar,Silver,50,1,33.23,2024-02-12,7,1,2024,4493,384.03,463.54,7,0.0855,chip,Travel,96.13,0
C100802,Mohammad Abbasi,Blue,20,1,14.03,2024-09-23,39,3,2024,3235,2894.51,289.23,5,0.8947,online,Healthcare,750.32,0
C100803,Latif Rashid,Blue,20,1,18.8,2024-05-27,22,2,2024,4194,982.02,992.83,10,0.2341,swipe,Entertainment,217.28,0
C100804,Leen Khalil,Platinum,300,1,292.84,2024-02-12,7,1,2024,34914,12556.59,57216.45,83,0.3596,swipe,Food,2274.22,0
C100805,Rohail Aslam,Gold,150,1,106.44,2024-01-29,5,1,2024,10323,2468.23,3888.48,18,0.2391,online,Bills,633.09,0
C100806,Mohammad Khalil,Silver,50,0,66.6,2024-02-26,9,1,2024,4347,1764.23,772.9,7,0.4059,online,Food,296.99,1
C100807,Rida Aslam,Gold,150,1,55.07,2024-07-22,30,3,2024,14790,4559.16,3834.56,22,0.3083,online,Healthcare,864.09,0
C100808,Omar Siddiqui,Blue,20,1,32.7,2024-07-01,27,3,2024,3289,967.93,640.99,7,0.2943,online,Travel,226.68,0
C100809,Hussain Malik,Blue,20,1,27.62,2024-03-11,11,1,2024,3662,890.22,495.87,6,0.2431,swipe,Education,200.4,0
C100810,Hussain Ahmed,Blue,20,1,44.12,2024-08-19,34,3,2024,4236,1323.72,511.0,7,0.3125,swipe,Fuel,317.57,0
C100811,Salma Butt,Silver,50,1,43.54,2024-08-12,33,3,2024,7208,2039.95,2381.75,16,0.283,online,Shopping,468.5,0
C100812,Leen Nazir,Blue,20,1,49.71,2024-04-29,18,2,2024,2643,384.12,65.18,2,0.1453,swipe,Bills,57.77,0
C100813,Mumtaz Yousaf,Silver,50,0,83.73,2024-10-14,42,4,2024,7967,1207.31,1512.8,19,0.1515,online,Shopping,346.66,1
C100814,Naveed Khalil,Blue,20,1,37.64,2024-09-23,39,3,2024,3561,756.39,374.95,6,0.2124,online,Education,125.58,0
C100815,Noman Saleem,Gold,150,1,62.5,2024-11-18,47,4,2024,20416,3264.19,17054.6,47,0.1599,swipe,Grocery,939.88,0
C100816,Mumtaz Naeem,Silver,50,1,39.87,2024-06-24,26,2,2024,6231,1950.06,1762.52,10,0.313,swipe,Food,558.13,0
C100817,Rohail Saleem,Silver,50,1,30.44,2024-07-29,31,3,2024,7172,1588.22,2057.99,15,0.2214,online,Entertainment,262.53,0
C100818,Ahmed Khalil,Platinum,300,1,233.81,2024-10-14,42,4,2024,19019,5499.1,20913.99,48,0.2891,online,Food,1288.35,0
C100819,Rida Butt,Silver,50,1,34.0,2024-05-27,22,2,2024,7119,1945.88,925.46,8,0.2733,swipe,Fuel,347.87,1
C100820,Rana Ahmed,Blue,20,1,31.93,2024-05-20,21,2,2024,1950,468.14,438.12,9,0.2401,online,Travel,138.51,0
C100821,Ibrahim Riaz,Blue,20,1,21.78,2024-11-04,45,4,2024,1512,295.49,139.32,4,0.1954,chip,Fuel,81.61,0
C100822,Latif Nawaz,Gold,150,1,52.37,2024-12-23,52,4,2024,18132,8507.69,14369.7,38,0.4692,chip,Education,2291.58,1
C100823,Noman Riaz,Blue,20,0,24.02,2024-03-11,11,1,2024,2342,509.77,289.01,7,0.2177,swipe,Travel,106.3,0
C100824,Sara Abbasi,Silver,50,1,41.93,2024-11-18,47,4,2024,8486,2233.19,3759.98,16,0.2632,chip,Utilities,520.21,0
C100825,Farah Hussain,Gold,150,1,95.3,2024-02-26,9,1,2024,15126,838.34,8857.13,25,0.0554,chip,Travel,150.16,0
C100826,Naveed Sheikh,Silver,50,0,26.22,2024-09-23,39,3,2024,10257,5959.14,4087.16,16,0.581,chip,Healthcare,1557.89,0
C100827,Nadia Siddiqui,Blue,20,1,22.51,2024-08-05,32,3,2024,3771,1543.81,311.91,6,0.4094,chip,Entertainment,363.1,0
C100828,Latif Aslam,Gold,150,0,111.18,2024-12-09,50,4,2024,18700,3124.77,12889.27,37,0.1671,chip,Grocery,741.43,0
C100829,Farah Riaz,Silver,50,1,59.4,2024-05-13,20,2,2024,5794,1417.67,2045.23,13,0.2447,online,Entertainment,229.78,0
C100830,Zain Javed,Gold,150,1,164.77,2024-12-09,50,4,2024,10306,977.68,5125.21,18,0.0949,swipe,Utilities,173.04,0
C100831,Rida Abbasi,Blue,20,1,43.79,2024-12-16,51,4,2024,1872,922.81,132.92,6,0.493,chip,Shopping,260.65,0
C100832,Mohammad Pervez,Blue,20,1,3.63,2024-09-23,39,3,2024,2969,930.18,558.0,7,0.3133,chip,Education,173.81,0
C100833,Yahya Javed,Blue,20,1,15.98,2024-02-12,7,1,2024,2820,1242.29,297.61,4,0.4405,chip,Fuel,371.02,0
C100834,Sana Nazir,Gold,150,1,98.39,2024-02-26,9,1,2024,10965,2587.78,1324.75,24,0.236,chip,Fuel,563.31,1
C100835,Kiran Naeem,Platinum,300,1,188.89,2024-12-16,51,4,2024,20152,5757.97,16146.29,41,0.2857,chip,Entertainment,1517.17,0
C100836,Aisha Mir,Silver,50,0,44.09,2024-08-05,32,3,2024,4789,1275.23,790.4,6,0.2663,swipe,Shopping,242.71,0
C100837,Aisha Javed,Gold,150,1,184.79,2024-06-17,25,2,2024,15502,3605.23,14932.35,29,0.2326,chip,Entertainment,573.52,0
C100838,Khalid Butt,Silver,50,1,53.74,2024-04-08,15,2,2024,6426,3326.13,1696.54,11,0.5176,swipe,Healthcare,579.5,1
C100839,Rana Anjum,Blue,20,1,9.98,2024-04-15,16,2,2024,1051,317.33,52.43,3,0.3019,swipe,Grocery,89.68,0
C100840,Khalid Anjum,Blue,20,1,60.36,2024-05-06,19,2,2024,3234,856.43,464.56,7,0.2648,online,Food,168.03,0
C100841,Sara Mir,Gold,150,0,174.31,2024-12-02,49,4,2024,19459,6551.5,9082.82,33,0.3367,online,Entertainment,1745.4,1
C100842,Hamza Saleem,Silver,50,1,43.51,2024-12-23,52,4,2024,5401,1501.55,1859.35,16,0.278,online,Education,255.47,0
C100843,Aisha Aziz,Blue,20,1,47.53,2024-12-16,51,4,2024,3281,704.63,498.03,7,0.2148,online,Grocery,122.5,0
C100844,Farah Zafar,Gold,150,1,147.48,2024-11-18,47,4,2024,11504,4872.74,4082.6,17,0.4236,swipe,Grocery,1329.74,0
C100845,Hamza Ahmed,Gold,150,1,55.63,2024-05-27,22,2,2024,13376,1159.36,5176.39,33,0.0867,swipe,Utilities,294.88,0
C100846,Ahmed Aslam,Gold,150,1,164.79,2024-07-15,29,3,2024,15975,3971.92,3874.64,29,0.2486,chip,Shopping,1165.21,0
C100847,Latif Hashmi,Blue,20,1,40.38,2024-01-08,2,1,2024,2397,582.96,267.94,7,0.2432,swipe,Fuel,85.68,0
C100848,Nadia Ahmed,Gold,150,1,137.12,2024-09-09,37,3,2024,14194,4163.69,18297.53,45,0.2933,swipe,Education,893.34,0
C100849,Ateeq Hussain,Blue,20,1,36.04,2024-01-22,4,1,2024,3747,765.1,650.92,8,0.2042,online,Grocery,182.33,0
C100850,Noman Farooq,Platinum,300,1,270.55,2024-09-30,40,4,2024,29067,2217.06,28709.51,48,0.0763,chip,Fuel,315.86,0
C100851,Aisha Hussain,Gold,150,1,163.69,2024-01-08,2,1,2024,13280,2421.37,1697.47,20,0.1823,online,Fuel,640.32,1
C100852,Hussain Khan,Blue,20,1,20.22,2024-06-03,23,2,2024,2184,609.31,193.47,3,0.279,chip,Education,106.03,0
C100853,Rida Ahmed,Gold,150,1,82.55,2024-09-09,37,3,2024,10754,3112.79,2914.85,14,0.2895,swipe,Fuel,467.73,0
C100854,Yasir Iqbal,Blue,20,1,22.3,2024-12-09,50,4,2024,3549,1301.57,408.97,4,0.3667,online,Shopping,318.6,1
C100855,Kiran Aziz,Blue,20,1,29.64,2024-04-15,16,2,2024,3092,2835.26,599.03,9,0.917,chip,Fuel,690.97,1
C100856,Aisha Anjum,Blue,20,1,29.46,2024-03-25,13,1,2024,2817,1757.8,84.2,2,0.624,swipe,Shopping,288.12,0
C100857,Latif Qureshi,Platinum,300,1,339.64,2024-02-19,8,1,2024,42660,9659.48,88418.98,91,0.2264,swipe,Fuel,2403.08,0
C100858,Noor Khan,Platinum,300,1,286.99,2024-01-01,1,1,2024,36542,6709.88,53782.93,73,0.1836,chip,Grocery,1885.56,0
C100859,Rida Saleem,Blue,20,1,35.2,2024-08-26,35,3,2024,4122,1728.11,435.17,8,0.4192,swipe,Travel,463.66,1
C100860,Ibrahim Shah,Silver,50,1,55.31,2024-03-25,13,1,2024,7246,2341.24,1960.06,19,0.3231,swipe,Food,487.26,0
C100861,Rana Nazir,Platinum,300,1,430.15,2024-06-03,23,2,2024,26027,3314.85,19238.49,53,0.1274,online,Healthcare,936.34,1
C100862,Hafsa Rashid,Blue,20,1,19.32,2024-02-12,7,1,2024,3181,2120.82,233.29,4,0.6667,swipe,Shopping,607.29,0
C100863,Mumtaz Shah,Blue,20,1,49.07,2024-12-02,49,4,2024,2372,731.46,135.2,2,0.3084,chip,Entertainment,189.76,1
C100864,Ali Naeem,Blue,20,1,50.09,2024-08-26,35,3,2024,3483,987.3,394.97,8,0.2835,online,Travel,139.46,1
C100865,Ahmed Hussain,Gold,150,1,188.81,2024-08-05,32,3,2024,12687,4519.5,6897.29,22,0.3562,online,Shopping,865.04,0
C100866,Imran Hussain,Blue,20,1,32.09,2024-09-30,40,4,2024,2634,1032.02,139.02,3,0.3918,chip,Travel,179.23,0
C100867,Rana Shah,Blue,20,1,39.88,2024-08-12,33,3,2024,3681,389.54,739.76,10,0.1058,swipe,Fuel,109.2,0
C100868,Yasir Hashmi,Gold,150,1,144.21,2024-02-26,9,1,2024,17836,5676.05,10302.8,35,0.3182,online,Utilities,860.32,1
C100869,Sara Riaz,Blue,20,1,40.41,2024-02-05,6,1,2024,3110,2150.84,403.85,5,0.6916,online,Fuel,360.53,0
C100870,Leen Malik,Blue,20,1,27.33,2024-04-01,14,2,2024,2123,1131.34,165.1,7,0.5329,online,Shopping,163.51,1
C100871,Yasir Mir,Silver,50,1,45.9,2024-06-17,25,2,2024,7818,2246.91,2819.18,20,0.2874,chip,Food,535.05,0
C100872,Fatima Javed,Blue,20,1,33.28,2024-08-19,34,3,2024,2168,74.66,330.2,6,0.0344,online,Travel,21.17,0
C100873,Bilal Saleem,Blue,20,1,25.2,2024-11-18,47,4,2024,4279,702.66,554.93,7,0.1642,swipe,Travel,161.19,0
C100874,Zubair Riaz,Blue,20,1,31.78,2024-09-23,39,3,2024,2822,1336.68,284.59,4,0.4737,online,Utilities,187.68,0
C100875,Imran Javed,Blue,20,1,31.5,2024-05-06,19,2,2024,3599,1219.53,480.58,8,0.3389,chip,Shopping,229.39,0
C100876,Bilal Saleem,Platinum,300,0,312.6,2024-10-14,42,4,2024,22211,7564.59,21800.32,42,0.3406,chip,Healthcare,1396.11,0
C100877,Ahmed Siddiqui,Gold,150,1,121.64,2024-08-05,32,3,2024,14549,5244.42,5554.94,24,0.3605,swipe,Healthcare,1126.98,0
C100878,Zain Farooq,Silver,50,1,36.84,2024-01-01,1,1,2024,6120,936.7,1997.19,21,0.1531,swipe,Healthcare,237.95,0
C100879,Hussain Nawaz,Blue,20,1,40.55,2024-02-12,7,1,2024,2762,231.36,428.92,6,0.0838,chip,Education,44.96,0
C100880,Noor Khalil,Silver,50,1,47.99,2024-10-21,43,4,2024,7362,1752.03,1825.27,18,0.238,chip,Education,490.29,0
C100881,Hussain Riaz,Gold,150,1,147.15,2024-07-08,28,3,2024,13996,4018.96,13557.23,35,0.2872,swipe,Education,1203.21,0
C100882,Mohammad Riaz,Gold,150,1,119.81,2024-12-16,51,4,2024,7670,2734.24,3329.62,17,0.3565,online,Bills,539.57,1
C100883,Leen Abbasi,Blue,20,0,2.89,2024-09-30,40,4,2024,3717,2981.25,508.67,9,0.8021,swipe,Utilities,543.94,0
C100884,Hassan Nazir,Platinum,300,1,56.42,2024-01-29,5,1,2024,31990,7280.63,30994.74,57,0.2276,swipe,Shopping,1842.52,0
C100885,Ali Aslam,Silver,50,1,60.31,2024-07-01,27,3,2024,6282,445.17,814.07,5,0.0709,online,Travel,120.37,0
C100886,Aisha Aziz,Gold,150,1,127.27,2024-06-17,25,2,2024,14046,1921.08,3411.24,14,0.1368,chip,Bills,548.09,0
C100887,Naveed Hashmi,Platinum,300,1,246.71,2024-12-23,52,4,2024,26950,9124.22,39872.91,66,0.3386,chip,Utilities,2699.77,0
C100888,Ibrahim Shah,Gold,150,1,58.38,2024-01-29,5,1,2024,15791,5871.63,14233.91,34,0.3718,online,Shopping,859.63,0
C100889,Rohail Shah,Gold,150,1,93.78,2024-09-23,39,3,2024,20808,960.89,11281.91,37,0.0462,swipe,Bills,202.81,0
C100890,Latif Nazir,Silver,50,1,71.73,2024-12-16,51,4,2024,6593,755.21,2256.61,12,0.1145,chip,Utilities,217.82,0
C100891,Imran Ahmed,Blue,20,1,23.59,2024-05-27,22,2,2024,3034,1617.28,223.98,4,0.5331,chip,Grocery,384.26,1
C100892,Ali Khalil,Blue,20,1,39.98,2024-04-08,15,2,2024,3172,365.82,712.28,11,0.1153,swipe,Food,74.7,0
C100893,Mumtaz Ullah,Blue,20,1,23.67,2024-08-12,33,3,2024,2946,996.97,165.32,4,0.3384,swipe,Food,263.08,0
C100894,Aisha Khan,Platinum,300,1,338.78,2024-09-23,39,3,2024,23223,801.45,28164.99,44,0.0345,swipe,Shopping,154.64,0
C100895,Hamza Mir,Gold,150,1,147.33,2024-10-28,44,4,2024,10381,2697.88,2888.65,16,0.2599,swipe,Bills,465.11,0
C100896,Latif Farooq,Blue,20,1,17.81,2024-06-03,23,2,2024,2005,581.58,201.06,5,0.2901,chip,Entertainment,148.03,0
C100897,Asad Sheikh,Gold,150,1,82.04,2024-06-24,26,2,2024,15131,2617.75,5098.72,17,0.173,online,Education,425.23,0
C100898,Salma Ullah,Blue,20,1,58.19,2024-04-01,14,2,2024,2882,677.41,174.52,3,0.235,chip,Travel,136.82,0
C100899,Ali Hussain,Platinum,300,1,205.49,2024-08-12,33,3,2024,43383,7446.11,68373.95,93,0.1716,online,Shopping,2054.1,0
C100900,Zubair Khalil,Blue,20,1,24.94,2024-06-24,26,2,2024,2937,888.65,518.89,7,0.3026,chip,Shopping,213.71,0
C100901,Noor Aziz,Blue,20,0,27.48,2024-07-22,30,3,2024,4050,896.1,595.49,6,0.2213,online,Travel,237.85,0
C100902,Zara Malik,Blue,20,1,28.29,2024-09-16,38,3,2024,1476,363.81,129.33,3,0.2465,online,Entertainment,91.31,0
C100903,Yahya Abbasi,Platinum,300,1,215.97,2024-03-11,11,1,2024,31381,12884.6,35697.67,53,0.4106,swipe,Education,3306.36,0
C100904,Ali Hashmi,Silver,50,1,11.13,2024-12-09,50,4,2024,5189,1575.14,637.99,8,0.3036,swipe,Grocery,401.19,0
C100905,Rehan Nazir,Gold,150,1,145.15,2024-02-12,7,1,2024,18475,1682.87,11959.58,30,0.0911,online,Food,349.05,0
C100906,Yasir Yousaf,Silver,50,1,58.22,2024-05-20,21,2,2024,4093,1509.38,630.28,8,0.3688,chip,Food,336.12,1
C100907,Latif Batool,Gold,150,1,128.97,2024-09-16,38,3,2024,18898,3901.42,11827.27,45,0.2064,online,Utilities,662.65,0
C100908,Tariq Nazir,Silver,50,1,95.6,2024-12-02,49,4,2024,7002,3216.07,1390.74,8,0.4593,online,Healthcare,680.46,1
C100909,Leen Nawaz,Silver,50,1,52.91,2024-06-24,26,2,2024,6383,1682.66,1731.7,13,0.2636,online,Entertainment,347.75,0
C100910,Zubair Ahmed,Blue,20,1,35.19,2024-07-29,31,3,2024,3505,3469.95,522.62,5,0.99,online,Entertainment,764.33,1
C100911,Leen Hashmi,Platinum,300,1,294.84,2024-10-21,43,4,2024,28128,8239.01,37115.95,66,0.2929,swipe,Grocery,1573.03,1
C100912,Maryam Siddiqui,Platinum,300,1,289.41,2024-06-17,25,2,2024,22354,8603.38,21083.07,44,0.3849,chip,Fuel,2256.23,0
C100913,Hassan Khan,Silver,50,1,82.59,2024-07-29,31,3,2024,6280,604.15,1116.86,12,0.0962,chip,Bills,106.92,0
C100914,Kiran Abbasi,Platinum,300,1,121.14,2024-07-08,28,3,2024,31358,1989.69,32928.83,62,0.0635,online,Bills,559.6,0
C100915,Maryam Pervez,Silver,50,1,42.6,2024-08-19,34,3,2024,7598,2038.96,1675.3,10,0.2684,chip,Food,558.31,0
C100916,Sara Javed,Blue,20,1,34.71,2024-11-18,47,4,2024,3611,1053.97,214.29,7,0.2919,online,Grocery,221.01,0
C100917,Yahya Iqbal,Blue,20,1,21.84,2024-11-25,48,4,2024,4106,1426.4,721.75,12,0.3474,chip,Food,392.19,1
C100918,Ibrahim Siddiqui,Platinum,300,1,97.14,2024-07-01,27,3,2024,27677,5491.21,17132.31,47,0.1984,swipe,Education,1145.66,0
C100919,Khalid Mir,Gold,150,0,156.92,2024-02-26,9,1,2024,16231,4458.46,14522.57,36,0.2747,online,Bills,892.32,0
C100920,Ateeq Riaz,Blue,20,1,19.36,2024-03-11,11,1,2024,4147,639.14,377.58,4,0.1541,online,Education,186.19,0
C100921,Hussain Nawaz,Blue,20,1,40.98,2024-07-29,31,3,2024,3681,969.64,362.34,6,0.2634,swipe,Shopping,179.51,1
C100922,Yahya Shah,Gold,150,1,124.58,2024-04-08,15,2,2024,12502,899.88,4360.4,33,0.072,swipe,Travel,246.1,0
C100923,Tariq Abbasi,Blue,20,1,7.2,2024-06-10,24,2,2024,2759,1041.27,361.77,5,0.3774,swipe,Entertainment,181.84,0
C100924,Asad Anjum,Silver,50,1,75.44,2024-03-11,11,1,2024,6367,1832.4,1000.41,9,0.2878,chip,Travel,375.17,0
C100925,Asad Abbasi,Silver,50,1,42.4,2024-03-18,12,1,2024,4804,2133.86,977.43,10,0.4442,chip,Utilities,621.1,1
C100926,Bilal Pervez,Blue,20,1,20.86,2024-11-04,45,4,2024,2385,642.29,254.79,7,0.2693,swipe,Bills,160.19,0
C100927,Zubair Khalil,Gold,150,1,50.17,2024-08-19,34,3,2024,13762,7170.85,5754.83,28,0.5211,chip,Grocery,1024.32,0
C100928,Ateeq Siddiqui,Blue,20,1,23.71,2024-03-11,11,1,2024,2984,1670.99,338.8,6,0.56,online,Fuel,434.95,0
C100929,Hamza Butt,Gold,150,1,73.79,2024-02-26,9,1,2024,21479,10065.39,29488.46,47,0.4686,chip,Travel,2444.37,0
C100930,Sara Khalil,Blue,20,1,32.6,2024-03-04,10,1,2024,4595,1254.3,305.98,3,0.273,chip,Healthcare,330.69,0
C100931,Ali Ahmed,Blue,20,1,12.88,2024-08-05,32,3,2024,3496,1064.0,484.17,8,0.3043,chip,Utilities,226.1,1
C100932,Rohail Yousaf,Blue,20,1,28.05,2024-05-06,19,2,2024,3310,640.77,598.43,10,0.1936,chip,Grocery,112.93,0
C100933,Mohammad Abbasi,Blue,20,1,40.52,2024-11-04,45,4,2024,3799,1140.94,574.53,8,0.3003,chip,Fuel,217.11,0
C100934,Omar Batool,Silver,50,1,33.0,2024-05-20,21,2,2024,6891,1874.34,2195.95,17,0.272,swipe,Shopping,499.05,0
C100935,Rohail Abbasi,Gold,150,1,148.4,2024-10-14,42,4,2024,12512,4081.84,7238.71,33,0.3262,chip,Grocery,1219.86,0
C100936,Mohammad Shah,Blue,20,1,40.82,2024-05-20,21,2,2024,3929,2444.31,272.49,4,0.6221,chip,Bills,347.54,1
C100937,Zain Ullah,Blue,20,1,29.66,2024-12-23,52,4,2024,2451,982.14,406.09,6,0.4007,online,Shopping,201.22,0
C100938,Omar Farooq,Gold,150,1,135.87,2024-06-24,26,2,2024,19191,6310.87,13190.54,34,0.3288,online,Healthcare,1138.82,1
C100939,Bilal Iqbal,Blue,20,0,37.76,2024-03-04,10,1,2024,4052,1121.14,497.56,11,0.2767,online,Grocery,213.02,0
C100940,Rana Abbasi,Silver,50,1,25.82,2024-01-15,3,1,2024,7496,1949.78,2705.73,12,0.2601,chip,Shopping,396.87,0
C100941,Nadia Sheikh,Silver,50,1,61.0,2024-12-16,51,4,2024,4845,2640.73,542.2,5,0.545,online,Utilities,487.61,0
C100942,Yahya Riaz,Silver,50,1,26.36,2024-08-26,35,3,2024,6614,1778.91,1838.07,13,0.269,swipe,Shopping,498.35,1
C100943,Rana Batool,Blue,20,1,37.92,2024-12-02,49,4,2024,1006,376.61,22.35,1,0.3744,swipe,Grocery,89.97,1
C100944,Rehan Aslam,Gold,150,0,109.93,2024-03-25,13,1,2024,19450,7400.98,14602.91,35,0.3805,chip,Shopping,2162.31,0
C100945,Hamza Rashid,Silver,50,0,24.69,2024-02-26,9,1,2024,2540,864.56,249.03,5,0.3404,chip,Healthcare,197.53,0
C100946,Ibrahim Abbasi,Gold,150,1,198.25,2024-05-13,20,2,2024,17407,3141.36,12304.29,27,0.1805,swipe,Healthcare,458.01,0
C100947,Tariq Aslam,Platinum,300,1,303.72,2024-03-11,11,1,2024,27157,14441.07,43533.22,63,0.5318,online,Grocery,4159.79,1
C100948,Rana Siddiqui,Blue,20,0,27.53,2024-01-15,3,1,2024,1986,99.34,34.53,1,0.05,chip,Food,29.49,0
C100949,Rana Batool,Blue,20,1,35.19,2024-11-04,45,4,2024,2057,821.51,200.43,5,0.3994,swipe,Shopping,184.99,1
C100950,Salma Nazir,Blue,20,1,32.7,2024-09-23,39,3,2024,2634,577.1,428.46,6,0.2191,online,Education,151.46,0
C100951,Rana Siddiqui,Silver,50,1,54.49,2024-09-30,40,4,2024,7246,1089.74,1461.2,11,0.1504,swipe,Food,218.66,0
C100952,Ahmed Iqbal,Platinum,300,1,175.73,2024-08-12,33,3,2024,31147,6129.32,36868.94,54,0.1968,online,Healthcare,929.87,0
C100953,Ahmed Hussain,Blue,20,1,21.79,2024-06-03,23,2,2024,3202,1025.44,720.23,11,0.3202,swipe,Travel,200.67,0
C100954,Hussain Sheikh,Gold,150,1,104.3,2024-02-26,9,1,2024,18813,5981.84,25139.91,46,0.318,swipe,Education,862.33,0
C100955,Mumtaz Yousaf,Silver,50,1,29.35,2024-03-18,12,1,2024,7565,4727.68,996.15,8,0.6249,swipe,Food,1302.73,1
C100956,Rana Yousaf,Platinum,300,1,246.69,2024-06-24,26,2,2024,39263,12001.39,19494.2,76,0.3057,online,Shopping,3213.89,1
C100957,Rida Hussain,Blue,20,1,12.66,2024-10-21,43,4,2024,3182,1672.34,321.01,6,0.5256,chip,Shopping,284.14,0
C100958,Leen Nawaz,Platinum,300,1,220.36,2024-01-29,5,1,2024,41407,8753.31,73699.84,77,0.2114,swipe,Utilities,2232.68,0
